881790 , 61 , 6
1385670 , 63 , 6
1067430 , 93 , 6
1677390 , 95 , 6
2348346 , 96 , 6
1193010 , 109 , 6
1874730 , 111 , 6
2624622 , 112 , 6
4374370 , 112 , 6
1560090 , 117 , 6
2451570 , 119 , 6
3432198 , 120 , 6
5720330 , 120 , 6
8580495 , 120 , 6
2897310 , 123 , 6
4056234 , 124 , 6
6760390 , 124 , 6
10140585 , 124 , 6
1345890 , 157 , 6
2114970 , 159 , 6
2960958 , 160 , 6
1504230 , 173 , 6
2363790 , 175 , 6
3309306 , 176 , 6
5515510 , 176 , 6
1967070 , 181 , 6
3091110 , 183 , 6
4327554 , 184 , 6
7212590 , 184 , 6
10818885 , 184 , 6
3653130 , 187 , 6
5114382 , 188 , 6
8523970 , 188 , 6
12785955 , 188 , 6
8036886 , 190 , 6
13394810 , 190 , 6
20092215 , 190 , 6
1820910 , 205 , 6
2861430 , 207 , 6
4006002 , 208 , 6
6676670 , 208 , 6
2381190 , 213 , 6
3741870 , 215 , 6
5238618 , 216 , 6
8731030 , 216 , 6
13096545 , 216 , 6
4422210 , 219 , 6
6191094 , 220 , 6
10318490 , 220 , 6
15477735 , 220 , 6
9728862 , 222 , 6
16214770 , 222 , 6
24322155 , 222 , 6
22700678 , 223 , 6
34051017 , 223 , 6
2661330 , 229 , 6
4182090 , 231 , 6
5854926 , 232 , 6
9758210 , 232 , 6
14637315 , 232 , 6
4942470 , 235 , 6
6919458 , 236 , 6
11532430 , 236 , 6
17298645 , 236 , 6
10873434 , 238 , 6
18122390 , 238 , 6
27183585 , 238 , 6
25371346 , 239 , 6
38057019 , 239 , 6
63428365 , 239 , 6
6463230 , 243 , 6
9048522 , 244 , 6
15080870 , 244 , 6
22621305 , 244 , 6
14219106 , 246 , 6
23698510 , 246 , 6
35547765 , 246 , 6
33177914 , 247 , 6
49766871 , 247 , 6
82944785 , 247 , 6
1438710 , 285 , 6
2260830 , 287 , 6
3165162 , 288 , 6
1607970 , 301 , 6
2526810 , 303 , 6
3537534 , 304 , 6
5895890 , 304 , 6
2102730 , 309 , 6
3304290 , 311 , 6
4626006 , 312 , 6
7710010 , 312 , 6
11565015 , 312 , 6
3905070 , 315 , 6
5467098 , 316 , 6
9111830 , 316 , 6
13667745 , 316 , 6
8591154 , 318 , 6
14318590 , 318 , 6
21477885 , 318 , 6
1946490 , 333 , 6
3058770 , 335 , 6
4282278 , 336 , 6
7137130 , 336 , 6
2545410 , 341 , 6
3999930 , 343 , 6
5599902 , 344 , 6
9333170 , 344 , 6
13999755 , 344 , 6
4727190 , 347 , 6
6618066 , 348 , 6
11030110 , 348 , 6
16545165 , 348 , 6
10399818 , 350 , 6
17333030 , 350 , 6
25999545 , 350 , 6
24266242 , 351 , 6
36399363 , 351 , 6
2844870 , 357 , 6
4470510 , 359 , 6
6258714 , 360 , 6
10431190 , 360 , 6
15646785 , 360 , 6
5283330 , 363 , 6
7396662 , 364 , 6
12327770 , 364 , 6
18491655 , 364 , 6
11623326 , 366 , 6
